e_v,start_time,resource,track_id,event_name,finish_time,node1,node2
v,2011-10-0115:40:12.000000000+00:00,11203,173730,W_Nabellenoffertes,2011-10-0115:43:00.000000000+00:00,20,
v,2011-10-0115:43:00.000000000+00:00,11203,173730,W_Nabellenoffertes,2011-10-0115:48:39.000000000+00:00,21,
v,2011-10-0115:48:39.000000000+00:00,10913,173730,W_Nabellenoffertes,2011-10-0816:16:59.000000000+00:00,22,
v,2011-10-0816:16:59.000000000+00:00,10913,173730,W_Nabellenoffertes,2011-10-0816:20:20.000000000+00:00,23,
v,2011-10-0816:20:20.000000000+00:00,No_resource,173730,W_Nabellenoffertes,2011-10-1020:47:16.000000000+00:00,24,
v,2011-10-1020:47:16.000000000+00:00,No_resource,173730,W_Nabellenoffertes,2011-10-1020:49:26.000000000+00:00,25,
v,2011-10-1020:49:26.000000000+00:00,No_resource,173730,W_Nabellenoffertes,2011-10-1110:46:18.000000000+00:00,26,
v,2011-10-1110:46:18.000000000+00:00,No_resource,173730,W_Nabellenoffertes,2011-10-1110:47:04.000000000+00:00,27,
v,2011-10-1110:47:04.000000000+00:00,10863,173730,W_Nabellenoffertes,2011-10-1119:54:03.000000000+00:00,28,
v,2011-10-1119:54:03.000000000+00:00,10863,173730,W_Nabellenoffertes,2011-10-1119:55:07.000000000+00:00,29,
v,2011-10-1119:55:07.000000000+00:00,11180,173730,W_Nabellenoffertes,2011-10-1215:36:27.000000000+00:00,30,
v,2011-10-1215:36:27.000000000+00:00,11180,173730,W_Nabellenoffertes,2011-10-1215:37:20.000000000+00:00,31,
v,2011-10-1215:37:20.000000000+00:00,11180,173730,W_Nabellenoffertes,2011-10-1318:34:47.000000000+00:00,32,
v,2011-10-1318:34:47.000000000+00:00,11180,173730,W_Nabellenoffertes,2011-10-1318:35:43.000000000+00:00,33,
v,2011-10-1318:35:43.000000000+00:00,No_resource,173730,W_Nabellenoffertes,2011-10-1410:20:21.000000000+00:00,34,
v,2011-10-1410:20:21.000000000+00:00,11029,173730,O_SENT_BACK,2011-10-1410:21:08.000000000+00:00,35,
v,2011-10-1410:21:08.000000000+00:00,No_resource,173730,W_Validerenaanvraag,2011-10-1410:21:08.000000000+00:00,36,
v,2011-10-1410:21:08.000000000+00:00,No_resource,173730,W_Nabellenoffertes,2011-10-1410:21:10.000000000+00:00,37,
v,2011-10-1410:21:10.000000000+00:00,10809,173730,W_Validerenaanvraag,2011-10-1912:25:18.000000000+00:00,38,
v,2011-10-1912:25:18.000000000+00:00,10809,173730,W_Nabellenincompletedossiers,2011-10-1913:20:03.000000000+00:00,39,
v,2011-10-1913:20:03.000000000+00:00,10809,173730,W_Validerenaanvraag,2011-10-1913:20:05.000000000+00:00,40,
v,2011-10-1913:20:05.000000000+00:00,No_resource,173730,W_Nabellenincompletedossiers,2011-10-1913:23:54.000000000+00:00,41,
v,2011-10-1913:23:54.000000000+00:00,No_resource,173730,W_Nabellenincompletedossiers,2011-10-1913:32:57.000000000+00:00,42,
v,2011-10-1913:32:57.000000000+00:00,No_resource,173730,W_Nabellenincompletedossiers,2011-10-1913:34:34.000000000+00:00,43,
v,2011-10-1913:34:34.000000000+00:00,No_resource,173730,W_Nabellenincompletedossiers,2011-10-1913:36:44.000000000+00:00,44,
v,2011-10-1913:36:44.000000000+00:00,11122,173730,W_Nabellenincompletedossiers,2011-10-1918:55:05.000000000+00:00,45,
v,2011-10-1918:55:05.000000000+00:00,11122,173730,W_Nabellenincompletedossiers,2011-10-1919:11:47.000000000+00:00,46,
v,2011-10-1919:11:47.000000000+00:00,No_resource,173730,W_Nabellenincompletedossiers,2011-10-2008:10:10.000000000+00:00,47,
v,2011-10-2008:10:10.000000000+00:00,No_resource,173730,W_Validerenaanvraag,2011-10-2008:10:34.000000000+00:00,48,
v,2011-10-2008:10:34.000000000+00:00,No_resource,173730,W_Nabellenincompletedossiers,2011-10-2008:10:36.000000000+00:00,49,
v,2011-10-2008:10:36.000000000+00:00,10972,173730,W_Validerenaanvraag,2011-10-2009:37:43.000000000+00:00,50,
v,2011-10-2009:37:43.000000000+00:00,10972,173730,W_Nabellenincompletedossiers,2011-10-2010:08:54.000000000+00:00,51,
v,2011-10-2010:08:54.000000000+00:00,10972,173730,W_Validerenaanvraag,2011-10-2010:08:56.000000000+00:00,52,
v,2011-10-2010:08:56.000000000+00:00,11169,173730,W_Nabellenincompletedossiers,2011-10-2010:18:21.000000000+00:00,53,
v,2011-10-2010:18:21.000000000+00:00,11169,173730,W_Nabellenincompletedossiers,2011-10-2010:27:48.000000000+00:00,54,
v,2011-10-2010:27:48.000000000+00:00,No_resource,173730,W_Nabellenincompletedossiers,2011-10-2010:43:25.000000000+00:00,55,
v,2011-10-2010:43:25.000000000+00:00,No_resource,173730,W_Validerenaanvraag,2011-10-2010:45:04.000000000+00:00,56,
v,2011-10-2010:45:04.000000000+00:00,No_resource,173730,W_Nabellenincompletedossiers,2011-10-2010:45:06.000000000+00:00,57,
v,2011-10-2010:45:06.000000000+00:00,10972,173730,W_Validerenaanvraag,2011-10-2011:55:35.000000000+00:00,58,
v,2011-10-2011:55:35.000000000+00:00,10972,173730,W_Nabellenincompletedossiers,2011-10-2012:00:44.000000000+00:00,59,
v,2011-10-2012:00:44.000000000+00:00,10972,173730,W_Validerenaanvraag,2011-10-2012:00:47.000000000+00:00,60,
v,2011-10-2012:00:47.000000000+00:00,11169,173730,W_Nabellenincompletedossiers,2011-10-2012:19:37.000000000+00:00,61,
v,2011-10-2012:19:37.000000000+00:00,11169,173730,W_Nabellenincompletedossiers,2011-10-2012:32:33.000000000+00:00,62,
v,2011-10-2012:32:33.000000000+00:00,10972,173730,W_Nabellenincompletedossiers,2011-10-2013:51:25.000000000+00:00,63,
v,2011-10-2013:51:25.000000000+00:00,10972,173730,W_Nabellenincompletedossiers,2011-10-2013:52:22.000000000+00:00,64,
v,2011-10-2013:52:22.000000000+00:00,11049,173730,W_Nabellenincompletedossiers,2011-10-2016:25:05.000000000+00:00,65,
v,2011-10-2016:25:05.000000000+00:00,11049,173730,W_Validerenaanvraag,2011-10-2016:25:39.000000000+00:00,66,
e,,,173730,START__A_SUBMITTED,,1,2
e,,,173730,A_SUBMITTED__A_PARTLYSUBMITTED,,2,3
e,,,173730,A_PARTLYSUBMITTED__A_PREACCEPTED,,3,4
e,,,173730,A_PREACCEPTED__W_Completerenaanvraag,,4,5
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,5,6
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,6,7
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,7,8
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,8,9
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,9,10
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,10,11
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,11,12
e,,,173730,W_Completerenaanvraag__A_ACCEPTED,,12,13
e,,,173730,A_ACCEPTED__O_SELECTED,,13,14
e,,,173730,A_ACCEPTED__A_FINALIZED,,13,15
e,,,173730,O_SELECTED__O_CREATED,,14,16
e,,,173730,A_FINALIZED__O_CREATED,,15,16
e,,,173730,O_CREATED__O_SENT,,16,17
e,,,173730,O_SENT__W_Nabellenoffertes,,17,18
e,,,173730,W_Nabellenoffertes__W_Completerenaanvraag,,18,19
e,,,173730,W_Completerenaanvraag__W_Nabellenoffertes,,19,20
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,20,21
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,21,22
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,22,23
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,23,24
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,24,25
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,25,26
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,26,27
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,27,28
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,28,29
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,29,30
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,30,31
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,31,32
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,32,33
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,33,34
e,,,173730,W_Nabellenoffertes__O_SENT_BACK,,34,35
e,,,173730,O_SENT_BACK__W_Validerenaanvraag,,35,36
e,,,173730,W_Validerenaanvraag__W_Nabellenoffertes,,36,37
e,,,173730,W_Nabellenoffertes__W_Validerenaanvraag,,37,38
e,,,173730,W_Validerenaanvraag__W_Nabellenincompletedossiers,,38,39
e,,,173730,W_Nabellenincompletedossiers__W_Validerenaanvraag,,39,40
e,,,173730,W_Validerenaanvraag__W_Nabellenincompletedossiers,,40,41
e,,,173730,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,41,42
e,,,173730,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,42,43
e,,,173730,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,43,44
e,,,173730,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,44,45
e,,,173730,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,45,46
e,,,173730,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,46,47
e,,,173730,W_Nabellenincompletedossiers__W_Validerenaanvraag,,47,48
e,,,173730,W_Validerenaanvraag__W_Nabellenincompletedossiers,,48,49
e,,,173730,W_Nabellenincompletedossiers__W_Validerenaanvraag,,49,50
e,,,173730,W_Validerenaanvraag__W_Nabellenincompletedossiers,,50,51
e,,,173730,W_Nabellenincompletedossiers__W_Validerenaanvraag,,51,52
e,,,173730,W_Validerenaanvraag__W_Nabellenincompletedossiers,,52,53
e,,,173730,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,53,54
e,,,173730,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,54,55
e,,,173730,W_Nabellenincompletedossiers__W_Validerenaanvraag,,55,56
e,,,173730,W_Validerenaanvraag__W_Nabellenincompletedossiers,,56,57
e,,,173730,W_Nabellenincompletedossiers__W_Validerenaanvraag,,57,58
e,,,173730,W_Validerenaanvraag__W_Nabellenincompletedossiers,,58,59
e,,,173730,W_Nabellenincompletedossiers__W_Validerenaanvraag,,59,60
e,,,173730,W_Validerenaanvraag__W_Nabellenincompletedossiers,,60,61
e,,,173730,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,61,62
e,,,173730,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,62,63
e,,,173730,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,63,64
e,,,173730,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,64,65
e,,,173730,W_Nabellenincompletedossiers__W_Validerenaanvraag,,65,66
,,,,,,,
XP,,,,,,,
v,2011-10-0110:37:38.000000000+00:00,No_resource,173718,START,2011-10-0110:37:38.000000000+00:00,1,
v,2011-10-0110:37:38.000000000+00:00,112,173718,A_SUBMITTED,2011-10-0110:37:39.000000000+00:00,2,
v,2011-10-0110:37:39.000000000+00:00,112,173718,A_PARTLYSUBMITTED,2011-10-0110:37:39.000000000+00:00,3,
v,2011-10-0110:37:39.000000000+00:00,112,173718,A_PREACCEPTED,2011-10-0110:38:20.000000000+00:00,4,
v,2011-10-0110:38:20.000000000+00:00,112,173718,W_Completerenaanvraag,2011-10-0110:38:21.000000000+00:00,5,
v,2011-10-0110:38:21.000000000+00:00,No_resource,173718,W_Completerenaanvraag,2011-10-0110:38:48.000000000+00:00,6,
v,2011-10-0110:38:48.000000000+00:00,10862,173718,A_ACCEPTED,2011-10-0110:42:21.000000000+00:00,7,
v,2011-10-0110:42:21.000000000+00:00,10862,173718,A_FINALIZED,2011-10-0110:46:52.000000000+00:00,8,
v,2011-10-0110:42:21.000000000+00:00,10862,173718,O_SELECTED,2011-10-0110:44:40.000000000+00:00,9,
v,2011-10-0110:44:40.000000000+00:00,10862,173718,O_CREATED,2011-10-0110:44:42.000000000+00:00,10,
v,2011-10-0110:44:42.000000000+00:00,10862,173718,O_SENT,2011-10-0110:44:42.000000000+00:00,11,
v,2011-10-0110:44:42.000000000+00:00,No_resource,173718,W_Nabellenoffertes,2011-10-0110:44:42.000000000+00:00,12,
v,2011-10-0110:44:42.000000000+00:00,No_resource,173718,W_Completerenaanvraag,2011-10-0110:44:43.000000000+00:00,13,
v,2011-10-0110:44:43.000000000+00:00,No_resource,173718,W_Nabellenoffertes,2011-10-0110:44:54.000000000+00:00,14,
v,2011-10-0110:44:54.000000000+00:00,No_resource,173718,W_Nabellenoffertes,2011-10-0110:44:58.000000000+00:00,15,
v,2011-10-0110:44:58.000000000+00:00,No_resource,173718,W_Nabellenoffertes,2011-10-0110:45:27.000000000+00:00,16,
v,2011-10-0110:45:27.000000000+00:00,10862,173718,O_SELECTED,2011-10-0110:46:52.000000000+00:00,17,
v,2011-10-0110:46:52.000000000+00:00,10862,173718,O_CANCELLED,2011-10-0110:46:52.000000000+00:00,18,
v,2011-10-0110:46:52.000000000+00:00,10862,173718,O_CREATED,2011-10-0110:46:54.000000000+00:00,19,
v,2011-10-0110:46:54.000000000+00:00,10862,173718,O_SENT,2011-10-0110:46:54.000000000+00:00,20,
v,2011-10-0110:46:54.000000000+00:00,No_resource,173718,W_Nabellenoffertes,2011-10-0110:46:54.000000000+00:00,21,
v,2011-10-0110:46:54.000000000+00:00,No_resource,173718,W_Nabellenoffertes,2011-10-0110:46:56.000000000+00:00,22,
v,2011-10-0110:46:56.000000000+00:00,No_resource,173718,W_Nabellenoffertes,2011-10-0110:47:14.000000000+00:00,23,
v,2011-10-0110:47:14.000000000+00:00,No_resource,173718,W_Nabellenoffertes,2011-10-0110:50:20.000000000+00:00,24,
v,2011-10-0110:50:20.000000000+00:00,No_resource,173718,W_Nabellenoffertes,2011-10-0110:50:29.000000000+00:00,25,
v,2011-10-0110:50:29.000000000+00:00,No_resource,173718,W_Nabellenoffertes,2011-10-0110:50:34.000000000+00:00,26,
v,2011-10-0110:50:34.000000000+00:00,11002,173718,W_Nabellenoffertes,2011-10-0816:29:16.000000000+00:00,27,
v,2011-10-0816:29:16.000000000+00:00,11002,173718,W_Nabellenoffertes,2011-10-0816:31:37.000000000+00:00,28,
v,2011-10-0816:31:37.000000000+00:00,11049,173718,W_Nabellenoffertes,2011-10-1010:54:21.000000000+00:00,29,
v,2011-10-1010:54:21.000000000+00:00,11049,173718,O_SENT_BACK,2011-10-1010:55:04.000000000+00:00,30,
v,2011-10-1010:55:04.000000000+00:00,11049,173718,W_Validerenaanvraag,2011-10-1010:55:05.000000000+00:00,31,
v,2011-10-1010:55:05.000000000+00:00,11049,173718,W_Nabellenoffertes,2011-10-1010:55:07.000000000+00:00,32,
v,2011-10-1010:55:07.000000000+00:00,10629,173718,W_Validerenaanvraag,2011-10-1312:09:25.000000000+00:00,33,
v,2011-10-1312:09:25.000000000+00:00,10629,173718,W_Nabellenincompletedossiers,2011-10-1312:36:10.000000000+00:00,34,
v,2011-10-1312:36:10.000000000+00:00,10629,173718,W_Validerenaanvraag,2011-10-1312:36:12.000000000+00:00,35,
v,2011-10-1312:36:12.000000000+00:00,No_resource,173718,W_Nabellenincompletedossiers,2011-10-1313:01:57.000000000+00:00,36,
v,2011-10-1313:01:57.000000000+00:00,No_resource,173718,W_Nabellenincompletedossiers,2011-10-1313:05:42.000000000+00:00,37,
v,2011-10-1313:05:42.000000000+00:00,10629,173718,W_Nabellenincompletedossiers,2011-10-1313:52:13.000000000+00:00,38,
v,2011-10-1313:52:13.000000000+00:00,10629,173718,W_Nabellenincompletedossiers,2011-10-1313:53:16.000000000+00:00,39,
v,2011-10-1313:53:16.000000000+00:00,11122,173718,W_Nabellenincompletedossiers,2011-10-1316:51:40.000000000+00:00,40,
v,2011-10-1316:51:40.000000000+00:00,11122,173718,W_Nabellenincompletedossiers,2011-10-1317:12:01.000000000+00:00,41,
v,2011-10-1317:12:01.000000000+00:00,11122,173718,W_Nabellenincompletedossiers,2011-10-1317:12:16.000000000+00:00,42,
v,2011-10-1317:12:16.000000000+00:00,11122,173718,W_Nabellenincompletedossiers,2011-10-1317:14:13.000000000+00:00,43,
v,2011-10-1317:14:13.000000000+00:00,11122,173718,W_Nabellenincompletedossiers,2011-10-1317:14:15.000000000+00:00,44,
v,2011-10-1317:14:15.000000000+00:00,11122,173718,W_Nabellenincompletedossiers,2011-10-1317:14:26.000000000+00:00,45,
v,2011-10-1317:14:26.000000000+00:00,10913,173718,W_Nabellenincompletedossiers,2011-10-1515:13:04.000000000+00:00,46,
v,2011-10-1515:13:04.000000000+00:00,10913,173718,W_Nabellenincompletedossiers,2011-10-1515:17:31.000000000+00:00,47,
v,2011-10-1515:17:31.000000000+00:00,10913,173718,W_Nabellenincompletedossiers,2011-10-1516:56:05.000000000+00:00,48,
v,2011-10-1516:56:05.000000000+00:00,10913,173718,W_Nabellenincompletedossiers,2011-10-1516:56:14.000000000+00:00,49,
v,2011-10-1516:56:14.000000000+00:00,No_resource,173718,W_Nabellenincompletedossiers,2011-10-1713:31:52.000000000+00:00,50,
v,2011-10-1713:31:52.000000000+00:00,No_resource,173718,W_Nabellenincompletedossiers,2011-10-1713:32:51.000000000+00:00,51,
v,2011-10-1713:32:51.000000000+00:00,No_resource,173718,W_Nabellenincompletedossiers,2011-10-1714:28:20.000000000+00:00,52,
v,2011-10-1714:28:20.000000000+00:00,No_resource,173718,W_Nabellenincompletedossiers,2011-10-1714:28:36.000000000+00:00,53,
v,2011-10-1714:28:36.000000000+00:00,10889,173718,W_Nabellenincompletedossiers,2011-10-1816:14:48.000000000+00:00,54,
v,2011-10-1816:14:48.000000000+00:00,10889,173718,W_Nabellenincompletedossiers,2011-10-1816:46:24.000000000+00:00,55,
v,2011-10-1816:46:24.000000000+00:00,11002,173718,W_Nabellenincompletedossiers,2011-10-1817:23:36.000000000+00:00,56,
v,2011-10-1817:23:36.000000000+00:00,11002,173718,W_Validerenaanvraag,2011-10-1817:46:32.000000000+00:00,57,
v,2011-10-1817:46:32.000000000+00:00,11002,173718,W_Nabellenincompletedossiers,2011-10-1817:46:34.000000000+00:00,58,
v,2011-10-1817:46:34.000000000+00:00,10972,173718,W_Validerenaanvraag,2011-10-1908:40:06.000000000+00:00,59,
v,2011-10-1908:40:06.000000000+00:00,10972,173718,W_Nabellenincompletedossiers,2011-10-1908:53:19.000000000+00:00,60,
v,2011-10-1908:53:19.000000000+00:00,10972,173718,W_Validerenaanvraag,2011-10-1908:53:21.000000000+00:00,61,
v,2011-10-1908:53:21.000000000+00:00,No_resource,173718,W_Nabellenincompletedossiers,2011-10-1909:04:40.000000000+00:00,62,
v,2011-10-1909:04:40.000000000+00:00,No_resource,173718,W_Nabellenincompletedossiers,2011-10-1909:17:01.000000000+00:00,63,
v,2011-10-1909:17:01.000000000+00:00,No_resource,173718,W_Nabellenincompletedossiers,2011-10-1909:17:06.000000000+00:00,64,
v,2011-10-1909:17:06.000000000+00:00,No_resource,173718,W_Nabellenincompletedossiers,2011-10-1909:24:19.000000000+00:00,65,
v,2011-10-1909:24:19.000000000+00:00,11049,173718,W_Nabellenincompletedossiers,2011-10-2009:30:20.000000000+00:00,66,
v,2011-10-2009:30:20.000000000+00:00,11049,173718,W_Nabellenincompletedossiers,2011-10-2009:30:32.000000000+00:00,67,
e,,,173718,START__A_SUBMITTED,,1,2
e,,,173718,A_SUBMITTED__A_PARTLYSUBMITTED,,2,3
e,,,173718,A_PARTLYSUBMITTED__A_PREACCEPTED,,3,4
e,,,173718,A_PREACCEPTED__W_Completerenaanvraag,,4,5
e,,,173718,W_Completerenaanvraag__W_Completerenaanvraag,,5,6
e,,,173718,W_Completerenaanvraag__A_ACCEPTED,,6,7
e,,,173718,A_ACCEPTED__A_FINALIZED,,7,8
e,,,173718,A_ACCEPTED__O_SELECTED,,7,9
e,,,173718,A_FINALIZED__O_CANCELLED,,8,18
e,,,173718,O_SELECTED__O_CREATED,,9,10
e,,,173718,O_CREATED__O_SENT,,10,11
e,,,173718,O_SENT__W_Nabellenoffertes,,11,12
e,,,173718,W_Nabellenoffertes__W_Completerenaanvraag,,12,13
e,,,173718,W_Completerenaanvraag__W_Nabellenoffertes,,13,14
e,,,173718,W_Nabellenoffertes__W_Nabellenoffertes,,14,15
e,,,173718,W_Nabellenoffertes__W_Nabellenoffertes,,15,16
e,,,173718,W_Nabellenoffertes__O_SELECTED,,16,17
e,,,173718,O_SELECTED__O_CANCELLED,,17,18
e,,,173718,O_CANCELLED__O_CREATED,,18,19
e,,,173718,O_CREATED__O_SENT,,19,20
e,,,173718,O_SENT__W_Nabellenoffertes,,20,21
e,,,173718,W_Nabellenoffertes__W_Nabellenoffertes,,21,22
e,,,173718,W_Nabellenoffertes__W_Nabellenoffertes,,22,23
e,,,173718,W_Nabellenoffertes__W_Nabellenoffertes,,23,24
e,,,173718,W_Nabellenoffertes__W_Nabellenoffertes,,24,25
e,,,173718,W_Nabellenoffertes__W_Nabellenoffertes,,25,26
e,,,173718,W_Nabellenoffertes__W_Nabellenoffertes,,26,27
e,,,173718,W_Nabellenoffertes__W_Nabellenoffertes,,27,28
e,,,173718,W_Nabellenoffertes__W_Nabellenoffertes,,28,29
e,,,173718,W_Nabellenoffertes__O_SENT_BACK,,29,30
e,,,173718,O_SENT_BACK__W_Validerenaanvraag,,30,31
e,,,173718,W_Validerenaanvraag__W_Nabellenoffertes,,31,32
e,,,173718,W_Nabellenoffertes__W_Validerenaanvraag,,32,33
e,,,173718,W_Validerenaanvraag__W_Nabellenincompletedossiers,,33,34
e,,,173718,W_Nabellenincompletedossiers__W_Validerenaanvraag,,34,35
e,,,173718,W_Validerenaanvraag__W_Nabellenincompletedossiers,,35,36
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,36,37
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,37,38
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,38,39
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,39,40
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,40,41
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,41,42
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,42,43
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,43,44
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,44,45
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,45,46
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,46,47
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,47,48
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,48,49
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,49,50
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,50,51
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,51,52
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,52,53
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,53,54
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,54,55
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,55,56
e,,,173718,W_Nabellenincompletedossiers__W_Validerenaanvraag,,56,57
e,,,173718,W_Validerenaanvraag__W_Nabellenincompletedossiers,,57,58
e,,,173718,W_Nabellenincompletedossiers__W_Validerenaanvraag,,58,59
e,,,173718,W_Validerenaanvraag__W_Nabellenincompletedossiers,,59,60
e,,,173718,W_Nabellenincompletedossiers__W_Validerenaanvraag,,60,61
e,,,173718,W_Validerenaanvraag__W_Nabellenincompletedossiers,,61,62
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,62,63
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,63,64
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,64,65
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,65,66
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,66,67
,,,,,,,
XP,,,,,,,
v,2011-10-0112:36:07.000000000+00:00,No_resource,173730,START,2011-10-0112:36:07.000000000+00:00,1,
v,2011-10-0112:36:07.000000000+00:00,112,173730,A_SUBMITTED,2011-10-0112:36:08.000000000+00:00,2,
v,2011-10-0112:36:08.000000000+00:00,112,173730,A_PARTLYSUBMITTED,2011-10-0112:36:09.000000000+00:00,3,
v,2011-10-0112:36:09.000000000+00:00,112,173730,A_PREACCEPTED,2011-10-0112:36:59.000000000+00:00,4,
v,2011-10-0112:36:59.000000000+00:00,112,173730,W_Completerenaanvraag,2011-10-0112:36:59.000000000+00:00,5,
v,2011-10-0112:36:59.000000000+00:00,10912,173730,W_Completerenaanvraag,2011-10-0113:52:49.000000000+00:00,6,
v,2011-10-0113:52:49.000000000+00:00,10912,173730,W_Completerenaanvraag,2011-10-0113:55:31.000000000+00:00,7,
v,2011-10-0113:55:31.000000000+00:00,11203,173730,W_Completerenaanvraag,2011-10-0115:14:58.000000000+00:00,8,
v,2011-10-0115:14:58.000000000+00:00,11203,173730,W_Completerenaanvraag,2011-10-0115:15:12.000000000+00:00,9,
v,2011-10-0115:15:12.000000000+00:00,11203,173730,W_Completerenaanvraag,2011-10-0115:15:21.000000000+00:00,10,
v,2011-10-0115:15:21.000000000+00:00,11203,173730,W_Completerenaanvraag,2011-10-0115:31:19.000000000+00:00,11,
v,2011-10-0115:31:19.000000000+00:00,11203,173730,W_Completerenaanvraag,2011-10-0115:31:39.000000000+00:00,12,
v,2011-10-0115:31:39.000000000+00:00,11203,173730,A_ACCEPTED,2011-10-0115:36:06.000000000+00:00,13,
v,2011-10-0115:36:06.000000000+00:00,11203,173730,O_SELECTED,2011-10-0115:40:08.000000000+00:00,14,
v,2011-10-0115:36:06.000000000+00:00,11203,173730,A_FINALIZED,2011-10-0115:40:08.000000000+00:00,15,
v,2011-10-0115:40:08.000000000+00:00,11203,173730,O_CREATED,2011-10-0115:40:09.000000000+00:00,16,
v,2011-10-0115:40:09.000000000+00:00,11203,173730,O_SENT,2011-10-0115:40:10.000000000+00:00,17,
v,2011-10-0115:40:10.000000000+00:00,11203,173730,W_Nabellenoffertes,2011-10-0115:40:10.000000000+00:00,18,
v,2011-10-0115:40:10.000000000+00:00,11203,173730,W_Completerenaanvraag,2011-10-0115:40:12.000000000+00:00,19,
v,2011-10-0115:40:12.000000000+00:00,11203,173730,W_Nabellenoffertes,2011-10-0115:43:00.000000000+00:00,20,
v,2011-10-0115:43:00.000000000+00:00,11203,173730,W_Nabellenoffertes,2011-10-0115:48:39.000000000+00:00,21,
v,2011-10-0115:48:39.000000000+00:00,10913,173730,W_Nabellenoffertes,2011-10-0816:16:59.000000000+00:00,22,
v,2011-10-0816:16:59.000000000+00:00,10913,173730,W_Nabellenoffertes,2011-10-0816:20:20.000000000+00:00,23,
v,2011-10-0816:20:20.000000000+00:00,No_resource,173730,W_Nabellenoffertes,2011-10-1020:47:16.000000000+00:00,24,
v,2011-10-1020:47:16.000000000+00:00,No_resource,173730,W_Nabellenoffertes,2011-10-1020:49:26.000000000+00:00,25,
v,2011-10-1020:49:26.000000000+00:00,No_resource,173730,W_Nabellenoffertes,2011-10-1110:46:18.000000000+00:00,26,
